fpr,tpr
0.0,0.0
0.0,0.002053388090349
0.0,0.1375770020533881
0.0001051193104173,0.1375770020533881
0.0001051193104173,0.2156057494866529
0.0002102386208346,0.2156057494866529
0.0002102386208346,0.2874743326488706
0.0003153579312519,0.2874743326488706
0.0003153579312519,0.3039014373716632
0.0004204772416692,0.3039014373716632
0.0004204772416692,0.324435318275154
0.0006307158625039,0.324435318275154
0.0006307158625039,0.3305954825462012
0.0007358351729212,0.3305954825462012
0.0007358351729212,0.3470225872689938
0.0008409544833385,0.3470225872689938
0.0008409544833385,0.351129363449692
0.0009460737937559,0.351129363449692
0.0009460737937559,0.3839835728952772
0.0013665510354252,0.3839835728952772
0.0013665510354252,0.3860369609856263
0.0014716703458425,0.3860369609856263
0.0014716703458425,0.3880903490759753
0.0015767896562598,0.3880903490759753
0.0015767896562598,0.3942505133470226
0.0016819089666771,0.3942505133470226
0.0016819089666771,0.3963039014373716
0.0018921475875118,0.3963039014373716
0.0018921475875118,0.4106776180698152
0.0022075055187637,0.4106776180698152
0.0022075055187637,0.4127310061601643
0.0023126248291811,0.4127310061601643
0.0023126248291811,0.4147843942505133
0.0025228634500157,0.4147843942505133
0.0025228634500157,0.4229979466119096
0.0027331020708504,0.4229979466119096
0.0027331020708504,0.4250513347022587
0.0028382213812677,0.4250513347022587
0.0028382213812677,0.4271047227926078
0.002943340691685,0.4271047227926078
0.002943340691685,0.4312114989733059
0.0031535793125197,0.4312114989733059
0.0031535793125197,0.4373716632443531
0.0033638179333543,0.4373716632443531
0.0033638179333543,0.4537987679671458
0.003574056554189,0.4537987679671458
0.003574056554189,0.4640657084188911
0.0040996531062756,0.4640657084188911
0.0040996531062756,0.4681724845995893
0.0042047724166929,0.4681724845995893
0.0042047724166929,0.4702258726899384
0.0043098917271102,0.4702258726899384
0.0043098917271102,0.4722792607802875
0.0044150110375275,0.4722792607802875
0.0044150110375275,0.4743326488706365
0.0045201303479449,0.4743326488706365
0.0045201303479449,0.4763860369609856
0.0046252496583622,0.4763860369609856
0.0046252496583622,0.4784394250513347
0.0047303689687795,0.4784394250513347
0.0047303689687795,0.4887063655030801
0.0055713234521181,0.4887063655030801
0.0055713234521181,0.4907597535934291
0.0059918006937874,0.4907597535934291
0.0059918006937874,0.4928131416837782
0.006202039314622,0.4928131416837782
0.006202039314622,0.4948665297741273
0.0063071586250394,0.4948665297741273
0.0063071586250394,0.5010266940451745
0.0064122779354567,0.5010266940451745
0.0064122779354567,0.5092402464065708
0.0072532324187953,0.5092402464065708
0.0072532324187953,0.5112936344969199
0.0073583517292126,0.5112936344969199
0.0073583517292126,0.5133470225872689
0.0080941869021339,0.5133470225872689
0.0080941869021339,0.5154004106776181
0.0085146641438032,0.5154004106776181
0.0085146641438032,0.5174537987679672
0.0092504993167244,0.5174537987679672
0.0092504993167244,0.5195071868583162
0.0096709765583937,0.5195071868583162
0.0096709765583937,0.5318275154004107
0.0097760958688111,0.5318275154004107
0.0097760958688111,0.5338809034907598
0.0098812151792284,0.5338809034907598
0.0098812151792284,0.5359342915811088
0.010091453800063,0.5359342915811088
0.010091453800063,0.5379876796714579
0.0101965731104803,0.5379876796714579
0.0101965731104803,0.5400410677618069
0.0106170503521496,0.5400410677618069
0.0106170503521496,0.5420944558521561
0.010722169662567,0.5420944558521561
0.010722169662567,0.5441478439425051
0.0108272889729843,0.5441478439425051
0.0108272889729843,0.5462012320328542
0.0115631241459056,0.5462012320328542
0.0115631241459056,0.5482546201232033
0.0117733627667402,0.5482546201232033
0.0117733627667402,0.5503080082135524
0.0118784820771575,0.5503080082135524
0.0118784820771575,0.5523613963039015
0.0119836013875748,0.5523613963039015
0.0119836013875748,0.5544147843942505
0.0122989593188268,0.5544147843942505
0.0122989593188268,0.5626283367556468
0.0124040786292441,0.5626283367556468
0.0124040786292441,0.5667351129363449
0.0134552717334174,0.5667351129363449
0.0134552717334174,0.5728952772073922
0.0135603910438347,0.5728952772073922
0.0135603910438347,0.5770020533880903
0.0138757489750867,0.5770020533880903
0.0138757489750867,0.5811088295687885
0.014296226216756,0.5811088295687885
0.014296226216756,0.5831622176591376
0.0144013455271733,0.5831622176591376
0.0144013455271733,0.5852156057494866
0.0166088510459371,0.5852156057494866
0.0166088510459371,0.5872689938398358
0.0180805213917796,0.5872689938398358
0.0180805213917796,0.5913757700205339
0.0185009986334489,0.5913757700205339
0.0185009986334489,0.5934291581108829
0.0193419531167875,0.5934291581108829
0.0193419531167875,0.5954825462012321
0.0207085041522127,0.5954825462012321
0.0207085041522127,0.6016427104722792
0.02081362346263,0.6016427104722792
0.02081362346263,0.6036960985626283
0.0212341007042993,0.6036960985626283
0.0212341007042993,0.6057494866529775
0.0215494586355513,0.6057494866529775
0.0215494586355513,0.6078028747433265
0.0217596972563859,0.6078028747433265
0.0217596972563859,0.6098562628336756
0.0222852938084726,0.6098562628336756
0.0222852938084726,0.6119096509240246
