,fpr,tpr
0,0.0,0.0
1,0.0,0.0020408163265306124
2,0.0,0.006122448979591836
3,0.00010515247108307045,0.006122448979591836
4,0.00010515247108307045,0.00816326530612245
5,0.0007360672975814932,0.00816326530612245
6,0.0007360672975814932,0.014285714285714285
7,0.0009463722397476341,0.014285714285714285
8,0.0009463722397476341,0.018367346938775512
9,0.001156677181913775,0.018367346938775512
10,0.001156677181913775,0.024489795918367346
11,0.0012618296529968455,0.024489795918367346
12,0.0012618296529968455,0.026530612244897958
13,0.0018927444794952682,0.026530612244897958
14,0.0018927444794952682,0.02857142857142857
15,0.00241850683491062,0.02857142857142857
16,0.00241850683491062,0.036734693877551024
17,0.0028391167192429023,0.036734693877551024
18,0.0028391167192429023,0.03877551020408163
19,0.0029442691903259727,0.03877551020408163
20,0.0029442691903259727,0.04081632653061224
21,0.0033648790746582543,0.04081632653061224
22,0.0033648790746582543,0.044897959183673466
23,0.00452155625657203,0.044897959183673466
24,0.00452155625657203,0.04693877551020408
25,0.00483701366982124,0.04693877551020408
26,0.00483701366982124,0.04897959183673469
27,0.0056782334384858045,0.04897959183673469
28,0.0056782334384858045,0.053061224489795916
29,0.006203995793901157,0.053061224489795916
30,0.006203995793901157,0.05714285714285714
31,0.006309148264984227,0.05714285714285714
32,0.006309148264984227,0.05918367346938776
33,0.00694006309148265,0.05918367346938776
34,0.00694006309148265,0.061224489795918366
35,0.008412197686645636,0.061224489795918366
36,0.008412197686645636,0.06326530612244897
37,0.008937960042060988,0.06326530612244897
38,0.008937960042060988,0.0653061224489796
39,0.00914826498422713,0.0653061224489796
40,0.00914826498422713,0.0673469387755102
41,0.010410094637223975,0.0673469387755102
42,0.010410094637223975,0.06938775510204082
43,0.010620399579390115,0.06938775510204082
44,0.010620399579390115,0.07142857142857142
45,0.010935856992639327,0.07142857142857142
46,0.010935856992639327,0.07346938775510205
47,0.011041009463722398,0.07346938775510205
48,0.011041009463722398,0.07755102040816327
49,0.01146161934805468,0.07755102040816327
50,0.01146161934805468,0.07959183673469387
51,0.01177707676130389,0.07959183673469387
52,0.01177707676130389,0.08163265306122448
53,0.011987381703470032,0.08163265306122448
54,0.011987381703470032,0.0836734693877551
55,0.012302839116719243,0.0836734693877551
56,0.012302839116719243,0.08571428571428572
57,0.012723449001051525,0.08571428571428572
58,0.012723449001051525,0.08775510204081632
59,0.013564668769716088,0.08775510204081632
60,0.013564668769716088,0.08979591836734693
61,0.014300736067297582,0.08979591836734693
62,0.014300736067297582,0.09183673469387756
63,0.016403785488958992,0.09183673469387756
64,0.016403785488958992,0.09387755102040816
65,0.017034700315457414,0.09387755102040816
66,0.017034700315457414,0.09591836734693877
67,0.018191377497371188,0.09591836734693877
68,0.018191377497371188,0.09795918367346938
69,0.01840168243953733,0.09795918367346938
70,0.01840168243953733,0.1
71,0.0185068349106204,0.1
72,0.0185068349106204,0.10204081632653061
73,0.01861198738170347,0.10204081632653061
74,0.01861198738170347,0.10612244897959183
75,0.01892744479495268,0.10612244897959183
76,0.01892744479495268,0.10816326530612246
77,0.01934805467928496,0.10816326530612246
78,0.01934805467928496,0.11020408163265306
79,0.019558359621451103,0.11020408163265306
80,0.019558359621451103,0.11224489795918367
81,0.020294426919032597,0.11224489795918367
82,0.020294426919032597,0.11428571428571428
83,0.020609884332281808,0.11428571428571428
84,0.020609884332281808,0.11632653061224489
85,0.021766561514195582,0.11632653061224489
86,0.021766561514195582,0.11836734693877551
87,0.022292323869610935,0.11836734693877551
88,0.022292323869610935,0.12040816326530612
89,0.02260778128286015,0.12040816326530612
90,0.02260778128286015,0.12244897959183673
91,0.02365930599369085,0.12244897959183673
92,0.02365930599369085,0.12448979591836734
93,0.023869610935856992,0.12448979591836734
94,0.023869610935856992,0.12653061224489795
95,0.023974763406940065,0.12653061224489795
96,0.023974763406940065,0.12857142857142856
97,0.02513144058885384,0.12857142857142856
98,0.02513144058885384,0.1306122448979592
99,0.02555205047318612,0.1306122448979592
100,0.02555205047318612,0.1326530612244898
101,0.026393270241850682,0.1326530612244898
102,0.026393270241850682,0.1346938775510204
103,0.026603575184016823,0.1346938775510204
104,0.026603575184016823,0.13673469387755102
105,0.027129337539432176,0.13673469387755102
106,0.027129337539432176,0.13877551020408163
107,0.02723449001051525,0.13877551020408163
108,0.02723449001051525,0.14489795918367346
109,0.027444794952681387,0.14489795918367346
110,0.027444794952681387,0.1469387755102041
111,0.02754994742376446,0.1469387755102041
112,0.02754994742376446,0.1489795918367347
113,0.02797055730809674,0.1489795918367347
114,0.02797055730809674,0.1510204081632653
115,0.02818086225026288,0.1510204081632653
116,0.02818086225026288,0.15510204081632653
117,0.031650893796004206,0.15510204081632653
118,0.031650893796004206,0.15714285714285714
119,0.0323869610935857,0.15714285714285714
120,0.0323869610935857,0.15918367346938775
121,0.03259726603575184,0.15918367346938775
122,0.03259726603575184,0.16122448979591836
123,0.032807570977917984,0.16122448979591836
124,0.032807570977917984,0.16326530612244897
125,0.03480546792849632,0.16326530612244897
126,0.03480546792849632,0.1653061224489796
127,0.03732912723449001,0.1653061224489796
128,0.03732912723449001,0.1673469387755102
129,0.037644584647739225,0.1673469387755102
130,0.037644584647739225,0.16938775510204082
131,0.03774973711882229,0.16938775510204082
132,0.03774973711882229,0.17142857142857143
133,0.037960042060988436,0.17142857142857143
134,0.037960042060988436,0.17346938775510204
135,0.03869610935856992,0.17346938775510204
136,0.03869610935856992,0.17551020408163265
137,0.03890641430073607,0.17551020408163265
138,0.03890641430073607,0.17959183673469387
139,0.0398527865404837,0.17959183673469387
