precision,recall
0.0507,1.0
0.050705070507050705,1.0
0.05071014202840568,1.0
0.05071521456436931,1.0
0.0507202881152461,1.0
0.05072536268134067,1.0
0.050730438262957776,1.0
0.05073551486040228,1.0
0.05074059247397918,1.0
0.0507456711039936,1.0
0.05075075075075075,1.0
0.050655721293422766,0.9980276134122288
0.05066079295154185,0.9980276134122288
0.05066586562531291,0.9980276134122288
0.05067093931504106,0.9980276134122288
0.05067601402103155,0.9980276134122288
0.050681089743589744,0.9980276134122288
0.050686166483021135,0.9980276134122288
0.05069124423963134,0.9980276134122288
0.05069632301372608,0.9980276134122288
0.05070140280561122,0.9980276134122288
0.05070648361559275,0.9980276134122288
0.05071156544397675,0.9980276134122288
0.050716648291069456,0.9980276134122288
0.05072173215717723,0.9980276134122288
0.050726817042606516,0.9980276134122288
0.05073190294766393,0.9980276134122288
0.05073698987265617,0.9980276134122288
0.05074207781789009,0.9980276134122288
0.05074716678367265,0.9980276134122288
0.050752256770310936,0.9980276134122288
0.050757347778112145,0.9980276134122288
0.050762439807383625,0.9980276134122288
0.05076753285843283,0.9980276134122288
0.05077262693156733,0.9980276134122288
0.050677370797792276,0.9960552268244576
0.050682456844640705,0.9960552268244576
0.05068754391247616,0.9960552268244576
0.050692632001606105,0.9960552268244576
0.05069772111233812,0.9960552268244576
0.05070281124497992,0.9960552268244576
0.05070790239983934,0.9960552268244576
0.05071299457722434,0.9960552268244576
0.05071808777744301,0.9960552268244576
0.050723182000803536,0.9960552268244576
0.050728277247614265,0.9960552268244576
0.05073337351818365,0.9960552268244576
0.050738470812820256,0.9960552268244576
0.0507435691318328,0.9960552268244576
0.0507486684755301,0.9960552268244576
0.05075376884422111,0.9960552268244576
0.0507588702382149,0.9960552268244576
0.05076397265782067,0.9960552268244576
0.05076907610334774,0.9960552268244576
0.05077418057510557,0.9960552268244576
0.05077928607340372,0.9960552268244576
0.05078439259855189,0.9960552268244576
0.0507895001508599,0.9960552268244576
0.0507946087306377,0.9960552268244576
0.050799718338195354,0.9960552268244576
0.05080482897384306,0.9960552268244576
0.050809940637891134,0.9960552268244576
0.05081505333065003,0.9960552268244576
0.05082016705243031,0.9960552268244576
0.05082528180354267,0.9960552268244576
0.050830397584297936,0.9960552268244576
0.050835514395007046,0.9960552268244576
0.05084063223598107,0.9960552268244576
0.050845751107531215,0.9960552268244576
0.05085087100996878,0.9960552268244576
0.05085599194360524,0.9960552268244576
0.050760398831705106,0.9940828402366864
0.05076551168412571,0.9940828402366864
0.050770625566636446,0.9940828402366864
0.05077574047954866,0.9940828402366864
0.0507808564231738,0.9940828402366864
0.05078597339782346,0.9940828402366864
0.05079109140380933,0.9940828402366864
0.05079621044144326,0.9940828402366864
0.05080133051103719,0.9940828402366864
0.050806451612903224,0.9940828402366864
0.05081157374735357,0.9940828402366864
0.050816696914700546,0.9940828402366864
0.05082182111525663,0.9940828402366864
0.050826946349334406,0.9940828402366864
0.05083207261724659,0.9940828402366864
0.050837199919306034,0.9940828402366864
0.050842328255825686,0.9940828402366864
0.05084745762711865,0.9940828402366864
0.05085258803349813,0.9940828402366864
0.0508577194752775,0.9940828402366864
0.05086285195277021,0.9940828402366864
0.050867985466289865,0.9940828402366864
0.0508731200161502,0.9940828402366864
0.050878255602665054,0.9940828402366864
0.05088339222614841,0.9940828402366864
0.05088852988691438,0.9940828402366864
0.05089366858527719,0.9940828402366864
0.0508988083215512,0.9940828402366864
0.05090394909605091,0.9940828402366864
0.05090909090909091,0.9940828402366864
0.05091423376098596,0.9940828402366864
0.05091937765205092,0.9940828402366864
0.05092452258260079,0.9940828402366864
0.05092966855295069,0.9940828402366864
0.050934815563415864,0.9940828402366864
0.050939963614311703,0.9940828402366864
0.050945112705953706,0.9940828402366864
0.0509502628386575,0.9940828402366864
0.050955414012738856,0.9940828402366864
0.05096056622851365,0.9940828402366864
0.050965719486297904,0.9940828402366864
0.050970873786407765,0.9940828402366864
0.0509760291291595,0.9940828402366864
0.05098118551486951,0.9940828402366864
0.050986342943854325,0.9940828402366864
0.05099150141643059,0.9940828402366864
0.050996660932915105,0.9940828402366864
0.051001821493624776,0.9940828402366864
0.051006983098876635,0.9940828402366864
0.05101214574898785,0.9940828402366864
0.05101730944427574,0.9940828402366864
0.051022474185057703,0.9940828402366864
0.05102763997165131,0.9940828402366864
0.05103280680437424,0.9940828402366864
0.051037974683544304,0.9940828402366864
0.05104314360947944,0.9940828402366864
0.05104831358249772,0.9940828402366864
0.051053484602917344,0.9940828402366864
0.05105865667105663,0.9940828402366864
0.05106382978723404,0.9940828402366864
0.051069003951768166,0.9940828402366864
0.0510741791649777,0.9940828402366864
0.05107935542718151,0.9940828402366864
0.05108453273869856,0.9940828402366864
0.051089711099847945,0.9940828402366864
0.051094890510948905,0.9940828402366864
0.0511000709723208,0.9940828402366864
0.051105252484283104,0.9940828402366864
0.05111043504715546,0.9940828402366864
0.051115618661257606,0.9940828402366864
0.05112080332690942,0.9940828402366864
0.05112598904443092,0.9940828402366864
0.051131175814142234,0.9940828402366864
0.05113636363636364,0.9940828402366864
0.05114155251141553,0.9940828402366864
0.05114674243961843,0.9940828402366864
0.051151933421293004,0.9940828402366864
0.05115712545676005,0.9940828402366864
0.05116231854634047,0.9940828402366864
0.05116751269035533,0.9940828402366864
0.0511727078891258,0.9940828402366864
0.05117790414297319,0.9940828402366864
0.05118310145221895,0.9940828402366864
0.051188299817184646,0.9940828402366864
0.051193499238191977,0.9940828402366864
0.051198699715562776,0.9940828402366864
0.051203901249619016,0.9940828402366864
0.051209103840682786,0.9940828402366864
0.051214307489076315,0.9940828402366864
0.05111788617886179,0.9921104536489151
0.05112308161398516,0.9921104536489151
0.05112827810530596,0.9921104536489151
0.051133475653146285,0.9921104536489151
0.051138674257828386,0.9921104536489151
0.051143873919674634,0.9921104536489151
0.05114907463900752,0.9921104536489151
0.0511542764161497,0.9921104536489151
0.051159479251423924,0.9921104536489151
0.051164683145153086,0.9921104536489151
0.051169888097660224,0.9921104536489151
0.051175094109268494,0.9921104536489151
0.05118030118030118,0.9921104536489151
0.05118550931108171,0.9921104536489151
0.051190718501933644,0.9921104536489151
0.05119592875318066,0.9921104536489151
0.05120114006514658,0.9921104536489151
0.05120635243815535,0.9921104536489151
0.051211565872531055,0.9921104536489151
0.051216780368597906,0.9921104536489151
0.051221995926680246,0.9921104536489151
0.05122721254710256,0.9921104536489151
0.051232430230189446,0.9921104536489151
0.05123764897626566,0.9921104536489151
0.05124286878565607,0.9921104536489151
0.051248089658685686,0.9921104536489151
0.05125331159567964,0.9921104536489151
0.05125853459696321,0.9921104536489151
0.0512637586628618,0.9921104536489151
0.05126898379370095,0.9921104536489151
0.05127420998980632,0.9921104536489151
0.05127943725150372,0.9921104536489151
0.051284665579119086,0.9921104536489151
0.051289894972978485,0.9921104536489151
0.05129512543340812,0.9921104536489151
0.05130035696073432,0.9921104536489151
0.05130558955528356,0.9921104536489151
0.05131082321738244,0.9921104536489151
0.051316057947357684,0.9921104536489151
0.05132129374553617,0.9921104536489151
0.051326530612244896,0.9921104536489151
0.051331768547811,0.9921104536489151
0.05133700755256175,0.9921104536489151
0.05134224762682454,0.9921104536489151
0.05134748877092691,0.9921104536489151
0.05135273098519653,0.9921104536489151
0.0513579742699612,0.9921104536489151
0.051363218625548865,0.9921104536489151
0.05136846405228758,0.9921104536489151
0.05137371055050557,0.9921104536489151
0.05137895812053116,0.9921104536489151
0.05138420676269282,0.9921104536489151
0.05138945647731916,0.9921104536489151
0.05139470726473894,0.9921104536489151
0.05139995912528102,0.9921104536489151
0.0514052120592744,0.9921104536489151
0.051410466067048244,0.9921104536489151
0.05141572114893182,0.9921104536489151
0.05142097730525455,0.9921104536489151
0.051426234536345976,0.9921104536489151
0.051431492842535786,0.9921104536489151
0.0514367522241538,0.9921104536489151
0.05144201268152997,0.9921104536489151
0.05144727421499438,0.9921104536489151
0.05145253682487725,0.9921104536489151
0.05145780051150895,0.9921104536489151
0.051463065275219974,0.9921104536489151
0.051468331116340936,0.9921104536489151
0.05147359803520262,0.9921104536489151
0.05147886603213591,0.9921104536489151
0.05148413510747185,0.9921104536489151
0.05148940526154161,0.9921104536489151
0.0514946764946765,0.9921104536489151
0.05149994880720794,0.9921104536489151
0.05150522219946754,0.9921104536489151
0.051510496671787,0.9921104536489151
0.05151577222449816,0.9921104536489151
0.05152104885793301,0.9921104536489151
0.05152632657242368,0.9921104536489151
0.05153160536830243,0.9921104536489151
0.05153688524590164,0.9921104536489151
0.051542166205553845,0.9921104536489151
0.05154744824759172,0.9921104536489151
0.05155273137234806,0.9921104536489151
0.051558015580155804,0.9921104536489151
0.05156330087134803,0.9921104536489151
0.051568587246257944,0.9921104536489151
0.05157387470521891,0.9921104536489151
0.051579163248564396,0.9921104536489151
0.05158445287662804,0.9921104536489151
0.051487179487179485,0.9901380670611439
0.051492460765206687,0.9901380670611439
